W0426 23:28:35.317000 552003 torch/distributed/run.py:803] 
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] *****************************************
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] *****************************************
[W426 23:28:46.409025981 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.409415920 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.410824384 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411505168 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411673055 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411740194 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411813603 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.412504142 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
Hyperparameters:
  adam_eps: 1e-08
bump_counterfactual step:2211 frac:0.364793 phase:post_early p_loop:1.000000 policy_loss:2.59905384 policy_bpb:1.19585155 loop_off_loss:2.65082907 loop_off_bpb:1.21967387 loop_on_loss:2.59905384 loop_on_bpb:1.19585155 delta_loss:-0.05177523 delta_bpb:-0.02382232
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:0 looped:0 grad_norm:5.57576692e-02 param_norm:1.34980880e+02 grad_param_ratio:4.13078276e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:1 looped:0 grad_norm:4.89172748e-02 param_norm:1.34780094e+02 grad_param_ratio:3.62941392e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:2 looped:0 grad_norm:4.88741927e-02 param_norm:1.37634029e+02 grad_param_ratio:3.55102535e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:3 looped:1 grad_norm:4.86872292e-02 param_norm:1.35160649e+02 grad_param_ratio:3.60217486e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:4 looped:1 grad_norm:5.09282817e-02 param_norm:1.36365971e+02 grad_param_ratio:3.73467670e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:5 looped:1 grad_norm:4.04951533e-02 param_norm:1.37144872e+02 grad_param_ratio:2.95272822e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:6 looped:0 grad_norm:4.42586333e-02 param_norm:1.38106117e+02 grad_param_ratio:3.20468307e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:7 looped:0 grad_norm:4.27059680e-02 param_norm:1.38652906e+02 grad_param_ratio:3.08006296e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:8 looped:0 grad_norm:4.12580604e-02 param_norm:1.40989616e+02 grad_param_ratio:2.92631909e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:9 looped:0 grad_norm:3.77285832e-02 param_norm:1.40275369e+02 grad_param_ratio:2.68960855e-04
bump_layer_stats step:2211 frac:0.364793 phase:post_early layer:10 looped:0 grad_norm:5.68383130e-02 param_norm:1.36638657e+02 grad_param_ratio:4.15975350e-04
bump_probe step:2212 frac:0.365043 phase:post_early loop_active:1 loss:2.59950152 bpb:1.19605753 eval_time:157ms
bump_counterfactual step:2212 frac:0.365043 phase:post_early p_loop:1.000000 policy_loss:2.59950152 policy_bpb:1.19605753 loop_off_loss:2.64386030 loop_off_bpb:1.21646746 loop_on_loss:2.59950152 loop_on_bpb:1.19605753 delta_loss:-0.04435878 delta_bpb:-0.02040993
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:0 looped:0 grad_norm:6.19249024e-02 param_norm:1.34945870e+02 grad_param_ratio:4.58886977e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:1 looped:0 grad_norm:5.59749998e-02 param_norm:1.34718527e+02 grad_param_ratio:4.15495933e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:2 looped:0 grad_norm:5.33559143e-02 param_norm:1.37588217e+02 grad_param_ratio:3.87794213e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:3 looped:1 grad_norm:5.09396298e-02 param_norm:1.35151782e+02 grad_param_ratio:3.76906830e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:4 looped:1 grad_norm:5.33407148e-02 param_norm:1.36337544e+02 grad_param_ratio:3.91240103e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:5 looped:1 grad_norm:4.25818159e-02 param_norm:1.37197053e+02 grad_param_ratio:3.10369756e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:6 looped:0 grad_norm:4.68983831e-02 param_norm:1.38076364e+02 grad_param_ratio:3.39655402e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:7 looped:0 grad_norm:4.44418479e-02 param_norm:1.38619498e+02 grad_param_ratio:3.20603151e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:8 looped:0 grad_norm:4.33778219e-02 param_norm:1.40974071e+02 grad_param_ratio:3.07700711e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:9 looped:0 grad_norm:4.00734444e-02 param_norm:1.40257063e+02 grad_param_ratio:2.85714271e-04
bump_layer_stats step:2212 frac:0.365043 phase:post_early layer:10 looped:0 grad_norm:6.28077196e-02 param_norm:1.36626136e+02 grad_param_ratio:4.59705011e-04
bump_probe step:2213 frac:0.365294 phase:post_early loop_active:1 loss:2.59384340 bpb:1.19345417 eval_time:157ms
bump_counterfactual step:2213 frac:0.365294 phase:post_early p_loop:1.000000 policy_loss:2.59384340 policy_bpb:1.19345417 loop_off_loss:2.64920022 loop_off_bpb:1.21892442 loop_on_loss:2.59384340 loop_on_bpb:1.19345417 delta_loss:-0.05535682 delta_bpb:-0.02547025
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:0 looped:0 grad_norm:5.98295190e-02 param_norm:1.34919802e+02 grad_param_ratio:4.43445054e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:1 looped:0 grad_norm:5.52664586e-02 param_norm:1.34672152e+02 grad_param_ratio:4.10377779e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:2 looped:0 grad_norm:5.10295284e-02 param_norm:1.37559411e+02 grad_param_ratio:3.70963558e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:3 looped:1 grad_norm:5.21810736e-02 param_norm:1.35152919e+02 grad_param_ratio:3.86089136e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:4 looped:1 grad_norm:5.22643631e-02 param_norm:1.36311621e+02 grad_param_ratio:3.83418248e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:5 looped:1 grad_norm:4.20715492e-02 param_norm:1.37254395e+02 grad_param_ratio:3.06522420e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:6 looped:0 grad_norm:4.50214537e-02 param_norm:1.38070149e+02 grad_param_ratio:3.26076665e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:7 looped:0 grad_norm:4.34723236e-02 param_norm:1.38620033e+02 grad_param_ratio:3.13607800e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:8 looped:0 grad_norm:4.24431318e-02 param_norm:1.40977661e+02 grad_param_ratio:3.01062817e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:9 looped:0 grad_norm:4.06767883e-02 param_norm:1.40257834e+02 grad_param_ratio:2.90014377e-04
bump_layer_stats step:2213 frac:0.365294 phase:post_early layer:10 looped:0 grad_norm:5.85604867e-02 param_norm:1.36615371e+02 grad_param_ratio:4.28652253e-04
bump_probe step:2214 frac:0.365542 phase:post_early loop_active:1 loss:2.59568394 bpb:1.19430102 eval_time:157ms
bump_counterfactual step:2214 frac:0.365542 phase:post_early p_loop:1.000000 policy_loss:2.59568394 policy_bpb:1.19430102 loop_off_loss:2.63975930 loop_off_bpb:1.21458055 loop_on_loss:2.59568394 loop_on_bpb:1.19430102 delta_loss:-0.04407536 delta_bpb:-0.02027953
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:0 looped:0 grad_norm:5.65922393e-02 param_norm:1.34887893e+02 grad_param_ratio:4.19550178e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:1 looped:0 grad_norm:5.19661442e-02 param_norm:1.34617269e+02 grad_param_ratio:3.86028812e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:2 looped:0 grad_norm:4.85270893e-02 param_norm:1.37518176e+02 grad_param_ratio:3.52877640e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:3 looped:1 grad_norm:4.77140101e-02 param_norm:1.35139136e+02 grad_param_ratio:3.53073222e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:4 looped:1 grad_norm:4.80879133e-02 param_norm:1.36281596e+02 grad_param_ratio:3.52856986e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:5 looped:1 grad_norm:3.94115519e-02 param_norm:1.37301528e+02 grad_param_ratio:2.87043796e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:6 looped:0 grad_norm:4.34495712e-02 param_norm:1.38048453e+02 grad_param_ratio:3.14741457e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:7 looped:0 grad_norm:4.13362276e-02 param_norm:1.38600996e+02 grad_param_ratio:2.98239037e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:8 looped:0 grad_norm:4.10245483e-02 param_norm:1.40965441e+02 grad_param_ratio:2.91025575e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:9 looped:0 grad_norm:3.73348072e-02 param_norm:1.40237782e+02 grad_param_ratio:2.66225026e-04
bump_layer_stats step:2214 frac:0.365542 phase:post_early layer:10 looped:0 grad_norm:5.75390109e-02 param_norm:1.36602816e+02 grad_param_ratio:4.21213945e-04
bump_probe step:2215 frac:0.365788 phase:post_early loop_active:1 loss:2.59222227 bpb:1.19270827 eval_time:157ms
bump_counterfactual step:2215 frac:0.365788 phase:post_early p_loop:1.000000 policy_loss:2.59222227 policy_bpb:1.19270827 loop_off_loss:2.65399571 loop_off_bpb:1.22113087 loop_on_loss:2.59222227 loop_on_bpb:1.19270827 delta_loss:-0.06177343 delta_bpb:-0.02842260
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:0 looped:0 grad_norm:5.94879772e-02 param_norm:1.34866245e+02 grad_param_ratio:4.41088705e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:1 looped:0 grad_norm:5.28662901e-02 param_norm:1.34577144e+02 grad_param_ratio:3.92832605e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:2 looped:0 grad_norm:5.15044544e-02 param_norm:1.37491214e+02 grad_param_ratio:3.74601786e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:3 looped:1 grad_norm:5.18737285e-02 param_norm:1.35140035e+02 grad_param_ratio:3.83851672e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:4 looped:1 grad_norm:5.41792519e-02 param_norm:1.36258417e+02 grad_param_ratio:3.97621323e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:5 looped:1 grad_norm:4.53836555e-02 param_norm:1.37355115e+02 grad_param_ratio:3.30411107e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:6 looped:0 grad_norm:4.99344381e-02 param_norm:1.38055478e+02 grad_param_ratio:3.61698345e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:7 looped:0 grad_norm:4.85466851e-02 param_norm:1.38613168e+02 grad_param_ratio:3.50231409e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:8 looped:0 grad_norm:4.83529255e-02 param_norm:1.40964928e+02 grad_param_ratio:3.43013869e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:9 looped:0 grad_norm:4.53233188e-02 param_norm:1.40240687e+02 grad_param_ratio:3.23182379e-04
bump_layer_stats step:2215 frac:0.365788 phase:post_early layer:10 looped:0 grad_norm:8.37126622e-02 param_norm:1.36601818e+02 grad_param_ratio:6.12822462e-04
bump_probe step:2216 frac:0.366039 phase:post_early loop_active:1 loss:2.59377981 bpb:1.19342491 eval_time:158ms
bump_counterfactual step:2216 frac:0.366039 phase:post_early p_loop:1.000000 policy_loss:2.59377981 policy_bpb:1.19342491 loop_off_loss:2.63894987 loop_off_bpb:1.21420812 loop_on_loss:2.59377981 loop_on_bpb:1.19342491 delta_loss:-0.04517006 delta_bpb:-0.02078321
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:0 looped:0 grad_norm:5.52700298e-02 param_norm:1.34836527e+02 grad_param_ratio:4.09903984e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:1 looped:0 grad_norm:5.03112980e-02 param_norm:1.34521672e+02 grad_param_ratio:3.74001433e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:2 looped:0 grad_norm:4.98433590e-02 param_norm:1.37450152e+02 grad_param_ratio:3.62628621e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:3 looped:1 grad_norm:4.89928493e-02 param_norm:1.35126311e+02 grad_param_ratio:3.62570761e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:4 looped:1 grad_norm:4.96743699e-02 param_norm:1.36229606e+02 grad_param_ratio:3.64637111e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:5 looped:1 grad_norm:4.11114936e-02 param_norm:1.37394682e+02 grad_param_ratio:2.99221870e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:6 looped:0 grad_norm:4.49463637e-02 param_norm:1.38040435e+02 grad_param_ratio:3.25602883e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:7 looped:0 grad_norm:4.26930569e-02 param_norm:1.38598476e+02 grad_param_ratio:3.08034101e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:8 looped:0 grad_norm:4.17878184e-02 param_norm:1.40948417e+02 grad_param_ratio:2.96475968e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:9 looped:0 grad_norm:3.90309461e-02 param_norm:1.40216464e+02 grad_param_ratio:2.78362077e-04
bump_layer_stats step:2216 frac:0.366039 phase:post_early layer:10 looped:0 grad_norm:6.55358808e-02 param_norm:1.36590735e+02 grad_param_ratio:4.79797411e-04
bump_probe step:2217 frac:0.366287 phase:post_early loop_active:1 loss:2.59026766 bpb:1.19180894 eval_time:156ms
bump_counterfactual step:2217 frac:0.366287 phase:post_early p_loop:1.000000 policy_loss:2.59026766 policy_bpb:1.19180894 loop_off_loss:2.65037131 loop_off_bpb:1.21946325 loop_on_loss:2.59026766 loop_on_bpb:1.19180894 delta_loss:-0.06010365 delta_bpb:-0.02765431
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:0 looped:0 grad_norm:5.17972741e-02 param_norm:1.34815691e+02 grad_param_ratio:3.84208053e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:1 looped:0 grad_norm:4.53274147e-02 param_norm:1.34478920e+02 grad_param_ratio:3.37059628e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:2 looped:0 grad_norm:4.72830278e-02 param_norm:1.37421410e+02 grad_param_ratio:3.44073226e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:3 looped:1 grad_norm:4.69908201e-02 param_norm:1.35122568e+02 grad_param_ratio:3.47764409e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:4 looped:1 grad_norm:4.89907319e-02 param_norm:1.36211443e+02 grad_param_ratio:3.59666785e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:5 looped:1 grad_norm:4.13011314e-02 param_norm:1.37441390e+02 grad_param_ratio:3.00499954e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:6 looped:0 grad_norm:4.32852260e-02 param_norm:1.38049735e+02 grad_param_ratio:3.13548056e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:7 looped:0 grad_norm:4.13207996e-02 param_norm:1.38611257e+02 grad_param_ratio:2.98105656e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:8 looped:0 grad_norm:4.26787518e-02 param_norm:1.40946230e+02 grad_param_ratio:3.02801657e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:9 looped:0 grad_norm:3.82637759e-02 param_norm:1.40212508e+02 grad_param_ratio:2.72898447e-04
bump_layer_stats step:2217 frac:0.366287 phase:post_early layer:10 looped:0 grad_norm:6.42924713e-02 param_norm:1.36590359e+02 grad_param_ratio:4.70695528e-04
bump_probe step:2218 frac:0.366534 phase:post_early loop_active:1 loss:2.59467203 bpb:1.19383543 eval_time:158ms
bump_counterfactual step:2218 frac:0.366534 phase:post_early p_loop:1.000000 policy_loss:2.59467203 policy_bpb:1.19383543 loop_off_loss:2.64200622 loop_off_bpb:1.21561438 loop_on_loss:2.59467203 loop_on_bpb:1.19383543 delta_loss:-0.04733418 delta_bpb:-0.02177895
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:0 looped:0 grad_norm:5.51381061e-02 param_norm:1.34792937e+02 grad_param_ratio:4.09057828e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:1 looped:0 grad_norm:4.81863782e-02 param_norm:1.34432654e+02 grad_param_ratio:3.58442513e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:2 looped:0 grad_norm:4.64622470e-02 param_norm:1.37387910e+02 grad_param_ratio:3.38182937e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:3 looped:1 grad_norm:4.49549208e-02 param_norm:1.35114526e+02 grad_param_ratio:3.32717155e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:4 looped:1 grad_norm:4.59148114e-02 param_norm:1.36186468e+02 grad_param_ratio:3.37146649e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:5 looped:1 grad_norm:4.00420882e-02 param_norm:1.37480825e+02 grad_param_ratio:2.91255804e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:6 looped:0 grad_norm:4.48719100e-02 param_norm:1.38049073e+02 grad_param_ratio:3.25043183e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:7 looped:0 grad_norm:4.17213086e-02 param_norm:1.38610179e+02 grad_param_ratio:3.00997436e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:8 looped:0 grad_norm:4.49534540e-02 param_norm:1.40933060e+02 grad_param_ratio:3.18970254e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:9 looped:0 grad_norm:3.95836940e-02 param_norm:1.40196342e+02 grad_param_ratio:2.82344699e-04
bump_layer_stats step:2218 frac:0.366534 phase:post_early layer:10 looped:0 grad_norm:6.84397119e-02 param_norm:1.36577587e+02 grad_param_ratio:5.01105002e-04
bump_probe step:2219 frac:0.366784 phase:post_early loop_active:1 loss:2.58835201 bpb:1.19092752 eval_time:158ms
bump_counterfactual step:2219 frac:0.366784 phase:post_early p_loop:1.000000 policy_loss:2.58835201 policy_bpb:1.19092752 loop_off_loss:2.64916514 loop_off_bpb:1.21890828 loop_on_loss:2.58835201 loop_on_bpb:1.19092752 delta_loss:-0.06081313 delta_bpb:-0.02798075
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:0 looped:0 grad_norm:5.65353666e-02 param_norm:1.34770442e+02 grad_param_ratio:4.19493814e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:1 looped:0 grad_norm:5.11903895e-02 param_norm:1.34390481e+02 grad_param_ratio:3.80907853e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:2 looped:0 grad_norm:5.01846556e-02 param_norm:1.37359555e+02 grad_param_ratio:3.65352491e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:3 looped:1 grad_norm:4.86010890e-02 param_norm:1.35110075e+02 grad_param_ratio:3.59714766e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:4 looped:1 grad_norm:4.97662636e-02 param_norm:1.36167412e+02 grad_param_ratio:3.65478515e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:5 looped:1 grad_norm:4.33049639e-02 param_norm:1.37521472e+02 grad_param_ratio:3.14896019e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:6 looped:0 grad_norm:4.76222523e-02 param_norm:1.38056321e+02 grad_param_ratio:3.44948004e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:7 looped:0 grad_norm:4.47548845e-02 param_norm:1.38622361e+02 grad_param_ratio:3.22854728e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:8 looped:0 grad_norm:4.68625587e-02 param_norm:1.40929524e+02 grad_param_ratio:3.32524779e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:9 looped:0 grad_norm:4.36121553e-02 param_norm:1.40190673e+02 grad_param_ratio:3.11091704e-04
bump_layer_stats step:2219 frac:0.366784 phase:post_early layer:10 looped:0 grad_norm:7.10077701e-02 param_norm:1.36578677e+02 grad_param_ratio:5.19903777e-04
bump_probe step:2300 frac:0.386375 phase:post_late loop_active:1 loss:2.57219774 bpb:1.18349478 eval_time:159ms
bump_counterfactual step:2300 frac:0.386375 phase:post_late p_loop:1.000000 policy_loss:2.57219774 policy_bpb:1.18349478 loop_off_loss:2.60386530 loop_off_bpb:1.19806535 loop_on_loss:2.57219774 loop_on_bpb:1.18349478 delta_loss:-0.03166756 delta_bpb:-0.01457057
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:0 looped:0 grad_norm:5.31756367e-02 param_norm:1.33669258e+02 grad_param_ratio:3.97815006e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:1 looped:0 grad_norm:4.70192236e-02 param_norm:1.33062355e+02 grad_param_ratio:3.53362328e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:2 looped:0 grad_norm:4.78197464e-02 param_norm:1.36126753e+02 grad_param_ratio:3.51288380e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:3 looped:1 grad_norm:5.19307607e-02 param_norm:1.34039042e+02 grad_param_ratio:3.87430109e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:4 looped:1 grad_norm:5.24529697e-02 param_norm:1.34859180e+02 grad_param_ratio:3.88946231e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:5 looped:1 grad_norm:4.89457759e-02 param_norm:1.37302311e+02 grad_param_ratio:3.56481807e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:6 looped:0 grad_norm:4.42364633e-02 param_norm:1.38268451e+02 grad_param_ratio:3.19931720e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:7 looped:0 grad_norm:4.14061228e-02 param_norm:1.38665209e+02 grad_param_ratio:2.98604985e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:8 looped:0 grad_norm:4.16243040e-02 param_norm:1.40204213e+02 grad_param_ratio:2.96883404e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:9 looped:0 grad_norm:3.83362226e-02 param_norm:1.39619766e+02 grad_param_ratio:2.74575897e-04
bump_layer_stats step:2300 frac:0.386375 phase:post_late layer:10 looped:0 grad_norm:7.05681794e-02 param_norm:1.35886358e+02 grad_param_ratio:5.19317614e-04
bump_probe step:2301 frac:0.386624 phase:post_late loop_active:1 loss:2.56754714 bpb:1.18135499 eval_time:158ms
bump_counterfactual step:2301 frac:0.386624 phase:post_late p_loop:1.000000 policy_loss:2.56754714 policy_bpb:1.18135499 loop_off_loss:2.60929221 loop_off_bpb:1.20056233 loop_on_loss:2.56754714 loop_on_bpb:1.18135499 delta_loss:-0.04174506 delta_bpb:-0.01920734
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:0 looped:0 grad_norm:4.75687318e-02 param_norm:1.33664557e+02 grad_param_ratio:3.55881415e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:1 looped:0 grad_norm:4.15623013e-02 param_norm:1.33059843e+02 grad_param_ratio:3.12357962e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:2 looped:0 grad_norm:4.35537303e-02 param_norm:1.36128023e+02 grad_param_ratio:3.19946837e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:3 looped:1 grad_norm:4.53087781e-02 param_norm:1.34028993e+02 grad_param_ratio:3.38052066e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:4 looped:1 grad_norm:4.54643773e-02 param_norm:1.34850096e+02 grad_param_ratio:3.37147533e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:5 looped:1 grad_norm:4.25162269e-02 param_norm:1.37284072e+02 grad_param_ratio:3.09695265e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:6 looped:0 grad_norm:4.07056708e-02 param_norm:1.38268651e+02 grad_param_ratio:2.94395515e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:7 looped:0 grad_norm:3.97989750e-02 param_norm:1.38666613e+02 grad_param_ratio:2.87011949e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:8 looped:0 grad_norm:3.89818547e-02 param_norm:1.40197842e+02 grad_param_ratio:2.78048892e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:9 looped:0 grad_norm:3.94684393e-02 param_norm:1.39609314e+02 grad_param_ratio:2.82706348e-04
bump_layer_stats step:2301 frac:0.386624 phase:post_late layer:10 looped:0 grad_norm:7.03182571e-02 param_norm:1.35862806e+02 grad_param_ratio:5.17568120e-04
bump_probe step:2302 frac:0.386871 phase:post_late loop_active:1 loss:2.57157855 bpb:1.18320988 eval_time:158ms
bump_counterfactual step:2302 frac:0.386871 phase:post_late p_loop:1.000000 policy_loss:2.57157855 policy_bpb:1.18320988 loop_off_loss:2.60503566 loop_off_bpb:1.19860385 loop_on_loss:2.57157855 loop_on_bpb:1.18320988 delta_loss:-0.03345711 delta_bpb:-0.01539396
bump_layer_stats step:2302 frac:0.386871 phase:post_late layer:0 looped:0 grad_norm:5.29534660e-02 param_norm:1.33651823e+02 grad_param_ratio:3.96204592e-04
bump_layer_stats step:2302 frac:0.386871 phase:post_late layer:1 looped:0 grad_norm:4.63639334e-02 param_norm:1.33047303e+02 grad_param_ratio:3.48477062e-04
bump_layer_stats step:2302 frac:0.386871 phase:post_late layer:2 looped:0 grad_norm:4.67652418e-02 param_norm:1.36110810e+02 grad_param_ratio:3.43582128e-04
bump_layer_stats step:2302 frac:0.386871 phase:post_late layer:3 looped:1 grad_norm:4.99730415e-02 param_norm:1.34008115e+02 grad_param_ratio:3.72910564e-04
bump_layer_stats step:2302 frac:0.386871 phase:post_late layer:4 looped:1 grad_norm:5.14257654e-02 param_norm:1.34830383e+02 grad_param_ratio:3.81410809e-04
